,a_mean,a_std,t_mean,t_std,v_mean,v_std
5059,1.80057873121,0.0884687743692,0.340191065458,0.0199269515846,1.26715772864,0.112761743446
5060,1.70759520581,0.100555100314,0.27902433551600003,0.013568278149000001,1.7849254934,0.141943168075
5061,2.11813166996,0.090051415441,0.161995246895,0.0294050256544,0.6716264237180001,0.0907226152501
5062,1.4466544779700001,0.0626991305905,0.29712036548,0.0113568201994,1.3037274458299999,0.12853606043500002
5063,1.76492958565,0.07772461803839999,0.353673373549,0.01432944279,1.09712487216,0.107701894539
5065,1.79154482682,0.09658877004139999,0.326475814985,0.0229124521932,1.36726661868,0.117159621239
5066,1.8433225274400002,0.08884433033910001,0.283465584341,0.015820950581499998,1.20831661448,0.111192147578
5067,2.34290065959,0.18684951281,0.29864393415999996,0.0240592979086,1.70519657738,0.145057569213
5068,1.43238445662,0.0739066163355,0.380668394209,0.011224785598799998,1.6672767967200002,0.154106700308
5069,1.89151409753,0.0847345835661,0.253034001911,0.0195708681599,1.04569879514,0.105986262149
5071,1.67950759926,0.0745950632956,0.439310536598,0.013572404524299999,1.0407908842,0.11099155338099999
5072,1.08559159385,0.0418527782121,0.384677237273,0.00859914678964,0.730772815138,0.143396625687
5073,1.73611496938,0.08955856984660002,0.267246536008,0.0156808519804,1.48254390271,0.127004336076
5074,1.59154573571,0.0676580854507,0.428443050344,0.0133087332368,1.07726903655,0.116183896785
5075,2.2696858013099996,0.162534587614,0.365404638363,0.0232125115492,1.6720289828400001,0.130020296645
5076,1.9439709681,0.116477096049,0.233015069457,0.014900440168800001,1.7635592009799999,0.13720685783
5077,1.72425998618,0.0837680116944,0.39400256381300003,0.0159978554483,1.3351477712200002,0.12316782909000001
5078,1.8780968504299997,0.10425544296499999,0.220633963845,0.0155478750762,1.5075916485799998,0.128650981676
5079,2.00134794838,0.128523825099,0.252806237055,0.0166569447078,1.68711958436,0.14034436168199999
5080,2.05656651399,0.129888001172,0.332780324312,0.0196219169163,1.53360906947,0.14170803476
5081,1.8192384915000002,0.10187690580299999,0.28083263386999996,0.0152493231954,1.6616713417299998,0.13219115808700002
5082,1.6009283107700003,0.0641684865637,0.121805155726,0.0221826293062,0.327350818228,0.100159003849
5083,1.81520648837,0.0853801876013,0.315608851066,0.0157893464462,1.22159566534,0.113535877336
5084,2.2418744309200003,0.204941764309,0.31352153500999996,0.0280347331978,2.08100928428,0.157277091328
5085,1.5936033561399998,0.06748460165350001,0.228202799905,0.0159280454767,0.972934115483,0.10817171639699999
5086,1.1776564707600001,0.048014191532,0.185528644553,0.00943980860331,0.700175771105,0.13803553338400001
5087,1.55709511159,0.09539720171710002,0.351411007332,0.011123364387,2.07845324848,0.15947667697
5088,1.9703083422799998,0.12910299720899998,0.26146687314399997,0.0162867178429,1.77038880993,0.140810986127
5089,1.6855927236300001,0.0762860893256,0.25516335241300003,0.0137178397585,1.13878615361,0.11721428681299999
