,a_mean,a_std,t_mean,t_std,v_ConStay_mean,v_ConStay_std,v_ConSwitch_mean,v_ConSwitch_std,v_IncStay_mean,v_IncStay_std,v_IncSwitch_mean,v_IncSwitch_std
5001,1.65427630178,0.0506842023771,0.0090325816529,0.00438887477992,0.752308122887,0.191112388334,0.675413076794,0.168772963598,0.799911704461,0.187331779111,0.5533200691210001,0.175813945749
5002,2.16216903058,0.139902179699,0.256665532325,0.019410138803400003,2.39727354752,0.24093117006700002,1.4195678734700001,0.174521347205,2.1038393471,0.24792559294100003,1.13603824902,0.183100896988
5003,2.01937512267,0.128782903987,0.388971914546,0.019373086895599998,1.55597416838,0.225186846882,1.4690784436700002,0.198278880074,1.82049302417,0.230317641331,1.6110983776700003,0.22307102169799997
5004,2.00320405195,0.135867341349,0.257029172408,0.0154854920769,2.32902711432,0.275166750577,1.62850380803,0.19896842785500002,2.7939617978299998,0.274371223118,1.5689547632299998,0.21554677165
5005,2.1550073347,0.109105520448,0.32383567092,0.0231002289757,1.6949072637600002,0.221075191453,0.427971869361,0.18679206506700002,1.14741231324,0.201470391852,0.542569622083,0.162237362444
5006,1.88740094902,0.124107314136,0.298403758663,0.0164632667248,2.3656880838900003,0.278841668337,1.7406659785900003,0.21403474340999998,2.49614904781,0.284174897696,1.3085316412299999,0.192619148571
5007,1.5742627829,0.0863695664954,0.305079466102,0.0115308468295,2.63010268898,0.28460773728100003,1.39590942877,0.21678379086199998,2.1548747912799997,0.266365371616,1.1671679005600002,0.226166062517
5008,2.12347997165,0.137561719646,0.265704938326,0.02026480539,1.8572220044499999,0.21575104573800002,1.58155102835,0.195762897283,1.94372349254,0.242319010879,1.1096267110200002,0.18417141062
5009,1.8024742370299998,0.11142883773199999,0.23437854237599998,0.015500547651,2.3525491997,0.286482039679,1.6386720992299997,0.217197948016,1.65971846044,0.228587086345,1.62939173216,0.210730815348
5010,1.7267259662999999,0.086425368914,0.26328681114999997,0.0183096823374,1.96868718667,0.254985420793,1.05926048375,0.19286047907,1.70208114788,0.229324676088,0.840392789579,0.18462218883499998
5011,1.76011827939,0.0971471991514,0.322943408942,0.014988409821799999,2.11149270849,0.255586087456,1.54816385604,0.189110283252,1.57285241139,0.239233491852,1.3616632113999998,0.231768892551
5012,1.64310285776,0.0822762884919,0.387949643068,0.014877956651700002,2.46921228458,0.273696900114,1.3748642036200003,0.218113510161,1.5151958258700002,0.235736229384,1.05516268076,0.194470705734
5013,2.00617762442,0.0825591978462,0.15541954273,0.0259414016988,0.6755311865970001,0.17093707844300002,0.7726769683720001,0.155426689886,0.574463647848,0.17261836436500003,0.541441194152,0.173154081897
5014,1.8225469743,0.071903914531,0.297585315654,0.0186014921245,1.09471612827,0.215073207098,0.8084241296529999,0.178407807905,-0.24722238531399998,0.17963369633,0.15288316478,0.167980789665
5015,2.08696082412,0.128033377541,0.287397975249,0.019171310145900004,2.30427406114,0.259034809848,1.4427464413100002,0.18911701403900003,1.35814750766,0.188542943132,1.3887702310799999,0.19497346398899998
5016,1.6257623098700003,0.0671826214094,0.268867003,0.0258647993848,0.720546449224,0.220745848328,0.42015880739,0.167145121013,0.69560376029,0.206445134873,0.37209544149400003,0.18917927932599998
5017,2.0472609492299996,0.12234326779200001,0.459146539324,0.017304824836599998,1.92424173009,0.23022329350200002,1.6045883474,0.20393754712,1.49069498879,0.205912349487,1.33782151061,0.20233877940099998
5018,1.87750042211,0.09873939390660001,0.280535386807,0.0208616958774,1.8766718580900001,0.215249090988,1.42746068792,0.20656267128400002,1.47373094383,0.232224586226,0.937481283003,0.181103332804
5019,2.80846907838,0.230522311096,0.213022204221,0.029180950711799998,1.9147792672200001,0.200575522225,1.60434621113,0.176839520378,1.5578925251299998,0.19368219113600002,1.3624265346200002,0.194410488751
5020,2.07441609311,0.16896312534299998,0.267257864024,0.021607118876799995,2.59066284086,0.251369730118,1.9661117906299999,0.22750590198600001,1.90301539963,0.217702910859,1.77021463853,0.211923828787
5021,1.8770649561099997,0.115205410723,0.270776124883,0.0295103801621,2.05636435492,0.25140407141800003,1.53618141264,0.218541108844,1.44781206442,0.20463464940499998,0.9302181120090001,0.181005777676
5022,1.9879519063,0.135431645944,0.334236045736,0.04524057966580001,1.7456374914700001,0.225855300933,0.980231300576,0.179897685593,1.5981150855200001,0.235671001753,0.7767043930840001,0.18483965576900002
5024,1.4178043890099998,0.0511057648001,0.29459861591200004,0.0102253822578,1.0509961586799998,0.252075728,0.43836053557899995,0.192839346977,0.7064415262029999,0.23510164422,0.49415790022,0.19367058537300003
5025,2.1367042830700003,0.12175248320599999,0.25354971566,0.0232846627459,1.8287906157599998,0.202408410733,1.33137245609,0.192419501917,1.53369897127,0.20190575561000002,0.935303294829,0.17986209686000001
5026,1.83670162561,0.12477750310900002,0.299791320286,0.0189137244208,2.6240456786400004,0.280106337192,1.27233459861,0.186903171836,2.74376741384,0.310699572011,1.1058398967,0.19389231977200003
5027,0.8856490953489999,0.0393754144881,0.39512669446299997,0.00392389428919,2.41770233903,0.331820014392,2.2937905773500002,0.357826400655,0.387817168155,0.333791334503,0.43022068234399996,0.32057835153
5028,1.73986125075,0.08624176756439998,0.378059662149,0.020460826826200002,1.6339046648700002,0.253437781318,1.11306735645,0.20580504656100002,0.962938585257,0.207548575962,0.601225199466,0.19400067187699999
5029,2.22015705077,0.140031667966,0.5326845252769999,0.0219785782168,2.1331910395099998,0.22399363606999997,1.40163067553,0.18724515311999998,1.715124019,0.197882915118,1.07705194219,0.205322818538
5030,2.27175180672,0.130411344334,0.318686861558,0.0279744078779,1.7702498203900001,0.21706388969999998,0.962651886093,0.166520349668,1.553760229,0.209585791223,0.892546737192,0.171888850761
5031,2.48204071878,0.182418386974,0.26066496933,0.024760956981700003,2.08787960278,0.206757923236,1.28624418825,0.17958047700500002,1.9821362440099999,0.21913530638700002,1.24087383812,0.18819410061900002
5032,1.08717613472,0.0518780274945,0.335682000482,0.00496607619614,2.89849857976,0.327288573037,2.06882334108,0.294742492252,2.3286453260099997,0.327289144403,1.3254914999299998,0.295327106232
5033,1.91034148215,0.11076620690899999,0.305249303347,0.023694042113900003,1.71527546706,0.229051983281,1.43716929287,0.19827915445500002,1.38125658016,0.216386549533,1.0998357851,0.196200880982
5034,1.47157009735,0.05745494801130001,0.17181019276299997,0.0121966432958,0.789212967526,0.20922907637600002,0.9611148390950001,0.214072782549,0.173575632424,0.21599571609,0.525676709996,0.20742039859099998
5035,1.9610712827799999,0.09069030227939999,0.32917075725,0.0175719935477,1.5114579245200002,0.204667565396,1.35750914806,0.18501878125100002,0.875475878097,0.19411962160000001,0.44134276413199997,0.18382628779
5036,2.3194696552700003,0.155236139003,0.386445929296,0.0219549530428,1.92757154222,0.215892051934,1.50676561744,0.212009226057,1.58328135256,0.233685491591,1.08798340088,0.184033246703
5037,2.0709710969,0.11021712387499999,0.26153803474,0.0193331717715,1.9586691085699999,0.22583510164099999,1.38157779829,0.178180094515,1.5197737497600001,0.21019096496,0.835954156477,0.169964991541
5038,1.88460653462,0.084074859071,0.332085526955,0.016591742602799997,1.74493481934,0.22780579575800003,1.02594678795,0.17154819341400002,0.9554242100110001,0.19556981709399998,0.563321229432,0.178432398844
5039,1.7605148505700001,0.0812929324984,0.23139706431200002,0.015713658449200002,2.03241251426,0.26510440844,1.2064910608600001,0.197693880145,1.43631540642,0.224431664373,0.5464007338579999,0.17838554998199999
5040,1.92352860042,0.0985255770283,0.36829841383199996,0.015269183401099999,2.17366637884,0.230491294266,1.33025672384,0.198548669512,1.49242246306,0.225309500993,0.7806300056309999,0.185779871884
5041,1.69703916171,0.06852136446769999,0.13484359308,0.0129034835504,1.17834133001,0.227349839511,0.649601131963,0.18098539907800001,0.831063447638,0.204111489965,0.7214056410940001,0.199478753067
5042,1.2758590401799998,0.0476651613907,0.299588351912,0.00797033700852,1.4885933484600002,0.290866783057,0.537217403391,0.207629620079,0.47604954964100005,0.259375251335,0.026410767556599997,0.21959975033100002
5043,1.84146457996,0.07694292497710001,0.377951617441,0.015966228793299998,1.15608774828,0.210064226862,0.9487214127200001,0.18537242662999998,0.765271715615,0.17769718040899998,0.393195813499,0.18159430450999997
5044,1.5517454295200002,0.0576697938907,0.19566944978300002,0.010309662316000001,0.817496267764,0.22766673997499998,0.7770345188869999,0.19512500713,0.856669830609,0.217260979379,0.13843369860500002,0.192320612613
