"subj_idx","response","rt","trialtype"
5022,1,785,"IncStay"
5022,1,724,"ConStay"
5022,1,1377,"IncSwitch"
5022,1,723,"IncStay"
5022,1,1420,"ConSwitch"
5022,1,733,"ConStay"
5022,1,1322,"ConSwitch"
5022,1,1398,"IncSwitch"
5022,1,1632,"IncSwitch"
5022,0,1287,"ConSwitch"
5022,1,1022,"IncStay"
5022,1,695,"IncStay"
5022,1,1349,"IncSwitch"
5022,1,960,"ConStay"
5022,0,779,"ConSwitch"
5022,1,1694,"ConSwitch"
5022,1,947,"ConStay"
5022,1,1439,"IncSwitch"
5022,1,839,"IncStay"
5022,1,591,"ConStay"
5022,1,1289,"ConSwitch"
5022,1,1638,"ConSwitch"
5022,1,1262,"IncSwitch"
5022,1,661,"ConStay"
5022,0,1356,"ConStay"
5022,1,1479,"IncStay"
5022,1,1181,"IncSwitch"
5022,1,1631,"IncStay"
5022,0,975,"IncSwitch"
5022,1,1665,"ConSwitch"
5022,1,759,"ConStay"
5022,1,643,"ConStay"
5022,1,1859,"ConStay"
5022,1,1194,"IncStay"
5022,1,1179,"ConSwitch"
5022,1,765,"IncStay"
5022,1,512,"IncStay"
5022,1,1022,"IncSwitch"
5022,1,711,"ConSwitch"
5022,1,524,"IncStay"
5022,1,601,"ConSwitch"
5022,1,579,"IncStay"
5022,1,710,"IncStay"
5022,1,644,"ConSwitch"
5022,1,836,"ConStay"
5022,0,740,"ConSwitch"
5022,1,1872,"IncSwitch"
5022,1,614,"IncStay"
5022,1,1595,"ConSwitch"
5022,1,612,"IncStay"
5022,1,1517,"IncStay"
5022,1,842,"ConStay"
5022,1,1538,"ConSwitch"
5022,1,1869,"IncSwitch"
5022,1,1259,"ConStay"
5022,1,1819,"ConSwitch"
5022,0,547,"IncSwitch"
5022,1,1591,"IncStay"
5022,1,984,"IncSwitch"
5022,1,1842,"ConStay"
5022,1,945,"IncStay"
5022,1,589,"ConSwitch"
5022,1,1519,"IncStay"
5022,1,540,"ConStay"
5022,1,1728,"ConSwitch"
5022,1,1108,"IncSwitch"
5022,0,985,"IncSwitch"
5022,1,867,"IncSwitch"
5022,1,603,"IncStay"
5022,1,829,"ConStay"
5022,1,613,"ConSwitch"
5022,1,494,"ConStay"
5022,1,581,"IncStay"
5022,1,711,"ConSwitch"
5022,1,893,"ConStay"
5022,1,787,"ConStay"
5022,1,381,"IncStay"
5022,1,760,"ConSwitch"
5022,1,563,"IncStay"
5022,1,591,"IncSwitch"
5022,0,409,"ConSwitch"
5022,1,762,"IncStay"
5022,1,542,"ConStay"
5022,1,1426,"ConStay"
5022,1,978,"IncSwitch"
5022,0,853,"IncSwitch"
5022,1,1053,"ConStay"
5022,1,1388,"ConSwitch"
5022,1,550,"IncStay"
5022,1,338,"IncStay"
5023,1,1342,"ConStay"
5023,0,10,"ConSwitch"
5023,0,916,"ConSwitch"
5023,1,409,"IncSwitch"
5023,0,667,"IncSwitch"
5023,1,626,"ConStay"
5023,1,467,"ConStay"
5023,1,1122,"ConSwitch"
5023,1,527,"ConStay"
5023,0,180,"IncSwitch"
5023,1,63,"IncSwitch"
5023,0,159,"ConSwitch"
5023,1,555,"ConSwitch"
5023,1,455,"ConSwitch"
5023,0,350,"IncSwitch"
5023,1,51,"ConStay"
5023,1,667,"IncStay"
5023,0,730,"IncSwitch"
5023,0,247,"IncStay"
5023,1,208,"ConStay"
5023,1,473,"ConSwitch"
5023,1,17,"IncStay"
5023,0,627,"ConSwitch"
5023,0,92,"IncStay"
5023,0,314,"IncSwitch"
5023,0,432,"ConStay"
5023,0,409,"IncSwitch"
5023,0,106,"ConStay"
5023,1,368,"IncStay"
5023,0,100,"ConSwitch"
5023,0,450,"IncStay"
5023,0,563,"IncStay"
5023,0,222,"ConSwitch"
5023,1,407,"IncStay"
5023,0,113,"ConSwitch"
5023,0,47,"ConSwitch"
5023,1,95,"ConSwitch"
5023,0,222,"IncStay"
5023,0,527,"IncStay"
5023,1,380,"IncSwitch"
5023,1,519,"ConStay"
5023,0,308,"IncStay"
5023,0,282,"ConSwitch"
5023,0,512,"IncSwitch"
5023,0,421,"IncSwitch"
5023,1,38,"ConSwitch"
5023,0,255,"IncStay"
5023,0,166,"ConStay"
5023,1,474,"IncSwitch"
5023,1,465,"ConStay"
5023,1,441,"IncSwitch"
5023,0,569,"ConStay"
5023,1,252,"ConSwitch"
5023,0,61,"IncStay"
5023,0,477,"IncSwitch"
5023,0,500,"ConSwitch"
5023,0,354,"IncStay"
5023,0,574,"ConSwitch"
5023,0,17,"ConSwitch"
5023,1,363,"IncStay"
5023,1,478,"IncSwitch"
5023,1,517,"ConStay"
5023,0,99,"IncStay"
5023,0,233,"IncStay"
5023,1,378,"IncSwitch"
5023,0,573,"ConStay"
5023,1,320,"ConStay"
5023,1,309,"IncSwitch"
5023,1,299,"IncSwitch"
5023,0,249,"ConSwitch"
5023,0,658,"ConStay"
5023,1,705,"IncStay"
5023,1,446,"ConSwitch"
5023,1,471,"ConStay"
5023,0,310,"IncStay"
5023,0,83,"ConSwitch"
5023,1,394,"ConStay"
5023,1,325,"IncStay"
5023,1,362,"IncSwitch"
5023,0,269,"IncSwitch"
5023,1,477,"ConStay"
5023,0,452,"ConSwitch"
5023,1,1188,"ConStay"
5023,1,446,"IncStay"
5023,0,254,"IncSwitch"
5023,0,614,"IncSwitch"
5023,0,183,"ConStay"
5023,1,458,"IncStay"
5023,1,469,"ConSwitch"
5023,0,589,"IncStay"
5023,0,135,"IncStay"
5023,0,204,"ConSwitch"
5023,0,6,"IncStay"
5023,0,416,"ConStay"
5023,1,673,"IncStay"
5023,1,344,"IncSwitch"
5023,0,612,"ConSwitch"
5023,0,358,"ConSwitch"
5023,1,305,"ConStay"
5023,0,424,"IncStay"
5023,1,97,"IncSwitch"
5023,1,335,"ConSwitch"
5023,0,404,"IncStay"
5023,0,734,"IncStay"
5023,1,146,"ConStay"
5023,0,295,"IncSwitch"
5023,0,837,"ConStay"
5023,1,182,"ConStay"
5023,1,41,"IncSwitch"
5023,0,378,"IncSwitch"
5023,1,149,"ConSwitch"
5023,0,353,"ConStay"
5023,0,493,"ConSwitch"
5023,0,172,"IncSwitch"
5023,1,671,"IncSwitch"
5023,0,54,"ConStay"
5023,0,79,"IncStay"
5023,1,54,"ConStay"
5023,0,527,"IncSwitch"
5023,1,651,"ConStay"
5023,1,524,"ConSwitch"
5023,0,408,"IncSwitch"
5023,1,507,"IncSwitch"
5023,0,496,"ConSwitch"
5023,0,462,"ConStay"
5023,1,438,"ConSwitch"
5023,0,286,"IncSwitch"
5023,1,301,"ConStay"
5023,1,204,"IncSwitch"
5023,1,189,"IncStay"
5023,1,280,"ConStay"
5023,1,135,"IncSwitch"
5023,1,68,"IncStay"
5023,0,191,"IncSwitch"
5023,1,297,"IncStay"
5023,0,168,"ConStay"
5023,0,107,"ConSwitch"
5023,0,433,"ConSwitch"
5023,1,74,"IncSwitch"
5023,1,225,"ConStay"
5023,1,259,"IncSwitch"
5023,0,66,"IncSwitch"
5023,1,498,"ConStay"
5023,1,168,"IncSwitch"
5023,0,140,"ConStay"
5023,1,193,"ConStay"
5023,1,107,"ConStay"
5023,0,409,"IncSwitch"
5023,0,243,"ConSwitch"
5023,0,267,"IncStay"
5023,0,147,"IncSwitch"
5023,0,351,"ConStay"
5023,1,244,"ConStay"
5023,1,332,"IncStay"
5023,1,201,"IncSwitch"
5023,0,380,"ConSwitch"
5023,0,199,"ConSwitch"
5023,0,185,"IncStay"
5023,1,12,"ConSwitch"
5023,0,38,"IncStay"
5023,1,63,"IncSwitch"
5023,1,151,"ConStay"
5023,1,99,"IncStay"
5023,1,130,"IncSwitch"
5023,1,103,"IncSwitch"
5023,1,78,"ConStay"
5023,0,133,"ConSwitch"
5023,1,362,"IncStay"
5023,1,302,"ConStay"
5023,1,516,"ConSwitch"
5023,0,490,"IncStay"
5023,1,440,"IncSwitch"
5023,0,224,"ConSwitch"
5023,1,401,"IncStay"
5023,0,659,"ConStay"
5023,0,99,"ConSwitch"
5023,1,193,"ConStay"
5023,1,396,"IncSwitch"
5024,1,1633,"ConSwitch"
5024,0,1505,"IncStay"
5024,1,774,"ConStay"
5024,1,672,"ConSwitch"
5024,1,847,"IncSwitch"
5024,1,678,"ConStay"
5024,1,589,"ConSwitch"
5024,0,1159,"ConSwitch"
5024,1,922,"IncSwitch"
5024,1,487,"IncStay"
5024,0,733,"IncSwitch"
5024,0,1450,"ConStay"
5024,0,433,"IncStay"
5024,1,1154,"ConSwitch"
5024,1,789,"IncStay"
5024,1,600,"ConStay"
5024,1,762,"IncSwitch"
5024,0,629,"IncSwitch"
5024,0,782,"IncSwitch"
5024,1,1024,"IncSwitch"
5024,0,1336,"IncStay"
5024,0,668,"ConStay"
5024,1,1515,"ConSwitch"
5024,1,416,"ConStay"
5024,1,721,"IncStay"
5024,0,527,"ConSwitch"
5024,0,755,"ConStay"
5024,0,407,"ConStay"
5024,0,520,"IncStay"
5024,0,1357,"ConSwitch"
5024,1,616,"IncStay"
5024,1,977,"IncSwitch"
5024,1,947,"ConSwitch"
5024,1,575,"IncStay"
5024,1,553,"ConStay"
5024,1,485,"ConStay"
5024,1,908,"IncSwitch"
5024,1,1689,"IncSwitch"
5024,0,862,"IncSwitch"
5024,0,598,"ConStay"
5024,1,1008,"ConSwitch"
5024,1,1185,"IncStay"
5024,1,371,"IncStay"
5024,1,467,"ConSwitch"
5024,1,410,"IncStay"
5024,1,404,"IncStay"
5024,0,558,"ConSwitch"
5024,0,425,"IncStay"
5024,0,370,"ConStay"
5024,0,373,"IncStay"
5024,1,545,"IncSwitch"
5024,0,556,"ConSwitch"
5024,0,368,"ConSwitch"
5024,1,1580,"ConStay"
5024,1,462,"IncStay"
5024,1,789,"IncSwitch"
5024,1,1375,"ConSwitch"
5024,1,489,"IncStay"
5024,1,512,"IncStay"
5024,1,381,"ConStay"
5024,0,928,"IncSwitch"
5024,1,469,"ConStay"
5024,0,508,"ConStay"
5024,1,649,"IncSwitch"
5024,0,953,"IncSwitch"
5024,1,565,"ConSwitch"
5024,1,1760,"ConStay"
5024,0,1106,"ConSwitch"
5024,1,1343,"IncSwitch"
5024,0,1050,"IncSwitch"
5024,0,730,"ConStay"
5024,0,942,"IncStay"
5024,0,522,"ConStay"
5024,1,943,"IncSwitch"
5024,1,475,"ConStay"
5024,0,954,"ConSwitch"
5024,0,917,"IncSwitch"
5024,0,1634,"IncSwitch"
5024,1,514,"ConSwitch"
5024,1,463,"ConStay"
5024,0,1046,"ConSwitch"
5024,1,630,"IncSwitch"
5024,1,487,"ConStay"
5024,1,893,"IncSwitch"
5024,0,547,"IncStay"
5024,0,743,"ConStay"
5024,1,1163,"IncSwitch"
5024,1,446,"IncStay"
5024,1,402,"IncStay"
5024,1,420,"ConStay"
5024,0,766,"ConSwitch"
5024,0,481,"IncStay"
5024,1,1128,"ConSwitch"
5024,1,740,"IncStay"
5024,1,424,"ConStay"
5024,1,1016,"IncStay"
5024,0,713,"IncSwitch"
5024,0,574,"ConStay"
5024,1,570,"ConStay"
5024,1,1180,"IncSwitch"
5024,0,1190,"ConSwitch"
5024,1,568,"ConStay"
5024,1,540,"IncSwitch"
5024,0,664,"IncStay"
5024,1,576,"IncSwitch"
5024,1,514,"ConSwitch"
5024,1,1208,"ConSwitch"
5024,1,384,"ConStay"
5024,1,379,"IncStay"
5024,0,790,"IncSwitch"
5024,0,768,"IncStay"
5024,0,691,"ConStay"
5024,0,353,"ConStay"
5024,1,517,"IncSwitch"
5024,1,554,"ConStay"
5024,1,478,"ConSwitch"
5024,0,1109,"IncStay"
5024,0,626,"IncStay"
5024,1,522,"IncSwitch"
5024,1,440,"ConStay"
5024,1,600,"IncStay"
5024,1,514,"ConSwitch"
5024,1,1831,"ConSwitch"
5024,0,1287,"IncSwitch"
5024,1,1789,"ConSwitch"
5024,1,477,"IncStay"
5024,0,340,"ConSwitch"
5024,0,792,"IncStay"
5024,0,738,"ConStay"
5024,1,615,"ConSwitch"
5024,0,528,"IncSwitch"
5024,1,476,"IncSwitch"
5024,1,523,"IncSwitch"
5024,1,504,"IncSwitch"
5024,1,590,"ConSwitch"
5024,1,640,"IncStay"
5024,1,400,"ConStay"
5024,1,802,"IncSwitch"
5024,1,652,"ConStay"
5024,1,596,"IncSwitch"
5024,1,726,"ConStay"
5024,0,1443,"ConSwitch"
5024,1,1082,"IncStay"
5024,1,1168,"IncSwitch"
5024,1,1027,"ConSwitch"
5024,1,659,"IncStay"
5024,1,507,"ConSwitch"
5024,0,985,"ConSwitch"
5024,1,843,"IncStay"
5024,1,979,"IncSwitch"
5024,1,637,"ConStay"
5024,1,525,"IncStay"
5024,1,962,"IncStay"
5024,1,717,"IncSwitch"
5024,1,434,"ConStay"
5024,1,403,"ConStay"
5024,1,1213,"IncSwitch"
5024,0,774,"IncSwitch"
5024,1,1280,"ConSwitch"
5024,1,438,"ConStay"
5024,1,527,"IncStay"
5024,1,1180,"ConSwitch"
5024,1,750,"ConStay"
5024,1,1649,"IncStay"
5024,1,496,"ConSwitch"
5024,1,558,"ConStay"
5024,1,506,"IncStay"
5024,0,560,"IncSwitch"
5024,1,476,"ConStay"
5024,1,1186,"ConSwitch"
5024,1,508,"ConStay"
5024,0,514,"IncStay"
5024,1,607,"IncSwitch"
5024,1,1001,"IncSwitch"
5024,1,634,"ConStay"
5024,1,667,"IncStay"
5025,1,1035,"IncSwitch"
5025,1,1099,"IncStay"
5025,1,417,"ConStay"
5025,1,1514,"ConSwitch"
5025,1,807,"ConSwitch"
5025,1,840,"IncSwitch"
5025,1,632,"ConStay"
5025,1,849,"IncSwitch"
5025,1,648,"IncSwitch"
5025,1,664,"ConStay"
5025,1,1135,"IncSwitch"
5025,1,708,"ConStay"
5025,1,1345,"ConStay"
5025,1,716,"ConStay"
5025,0,761,"IncSwitch"
5025,1,1188,"ConSwitch"
5025,1,1718,"IncStay"
5025,1,1194,"IncSwitch"
5025,1,1788,"ConStay"
5025,1,621,"ConStay"
5025,1,806,"IncStay"
5025,1,1023,"IncSwitch"
5025,1,720,"ConSwitch"
5025,1,893,"ConSwitch"
5025,1,1210,"IncStay"
5025,1,627,"ConSwitch"
5025,1,1052,"IncStay"
5025,1,1067,"IncSwitch"
5025,1,786,"ConStay"
5025,1,428,"IncStay"
5025,0,749,"IncSwitch"
5025,0,1297,"IncSwitch"
5025,1,1462,"ConStay"
5025,1,805,"ConSwitch"
5025,1,1006,"IncStay"
5025,1,927,"ConStay"
5025,1,716,"ConSwitch"
5025,1,697,"IncStay"
5025,1,807,"IncSwitch"
5025,0,968,"ConSwitch"
5025,1,779,"IncStay"
5025,1,1149,"ConStay"
5025,1,1128,"ConSwitch"
5025,1,653,"ConStay"
5025,0,1980,"IncSwitch"
5025,0,469,"IncSwitch"
5025,1,1205,"ConStay"
5025,1,1238,"IncStay"
5025,1,918,"ConSwitch"
5025,1,1795,"ConSwitch"
5025,1,732,"IncSwitch"
5025,1,952,"IncSwitch"
5025,1,692,"ConStay"
5025,1,626,"ConStay"
5025,1,651,"ConStay"
5025,1,1507,"IncSwitch"
5025,1,951,"IncSwitch"
5025,1,1467,"ConSwitch"
5025,1,1041,"ConSwitch"
5025,1,729,"ConSwitch"
5025,1,1005,"IncSwitch"
5025,1,1134,"ConStay"
5025,1,538,"IncStay"
5025,1,1447,"IncSwitch"
5025,1,1366,"IncStay"
5025,1,600,"ConStay"
5025,1,722,"ConSwitch"
5025,1,1055,"IncStay"
5025,1,646,"ConSwitch"
5025,1,694,"IncStay"
5025,1,787,"IncSwitch"
5025,1,590,"ConStay"
5025,1,600,"IncSwitch"
5025,1,626,"ConStay"
5025,1,1202,"IncStay"
5025,1,764,"ConSwitch"
5025,1,1415,"IncStay"
5025,1,1951,"IncStay"
5025,1,1090,"ConSwitch"
5025,1,920,"IncStay"
5025,1,861,"ConSwitch"
5025,1,1069,"ConSwitch"
5025,1,539,"ConSwitch"
5025,1,608,"IncStay"
5025,1,737,"IncStay"
5025,1,1934,"IncSwitch"
5025,1,1161,"ConStay"
5025,1,692,"IncStay"
5025,1,1066,"ConSwitch"
5025,0,651,"IncSwitch"
5025,1,1411,"IncSwitch"
5025,1,827,"ConSwitch"
5025,1,1156,"IncStay"
5025,1,520,"ConStay"
5025,1,789,"IncSwitch"
5025,1,552,"ConStay"
5025,1,1228,"IncSwitch"
5025,1,1460,"ConStay"
5025,0,866,"ConSwitch"
5025,0,1033,"IncStay"
5025,1,673,"IncSwitch"
5025,1,1384,"ConSwitch"
5025,1,746,"IncStay"
5025,1,1141,"ConSwitch"
5025,1,1201,"ConSwitch"
5025,1,634,"IncStay"
5025,1,779,"IncSwitch"
5025,1,325,"ConStay"
5025,1,602,"IncStay"
5025,1,925,"IncSwitch"
5025,1,474,"ConStay"
5025,0,385,"IncSwitch"
5025,1,1092,"IncSwitch"
5025,1,425,"ConSwitch"
5025,1,1162,"ConStay"
5025,1,1357,"IncStay"
5025,1,1735,"ConSwitch"
5025,1,802,"ConStay"
5025,1,476,"IncStay"
5025,1,699,"ConSwitch"
5025,1,569,"ConStay"
5025,1,884,"IncStay"
5025,1,1011,"IncSwitch"
5025,1,923,"IncSwitch"
5025,1,536,"ConStay"
5025,1,981,"ConSwitch"
5025,1,863,"ConStay"
5025,1,406,"IncStay"
5025,1,832,"IncSwitch"
5025,1,688,"IncSwitch"
5025,1,1335,"ConStay"
5025,1,651,"IncStay"
5025,1,499,"ConSwitch"
5025,1,625,"ConStay"
5025,1,858,"ConSwitch"
5025,1,1545,"IncSwitch"
5025,1,1300,"IncSwitch"
5025,1,898,"ConSwitch"
5025,1,527,"IncStay"
5025,1,484,"IncStay"
5025,1,1147,"ConStay"
5025,0,759,"ConSwitch"
5025,1,1418,"ConSwitch"
5025,1,594,"ConStay"
5025,0,988,"IncStay"
5025,0,1174,"IncSwitch"
5025,1,1768,"IncStay"
5025,1,682,"ConStay"
5025,1,1024,"ConSwitch"
5025,1,920,"ConSwitch"
5025,1,1005,"IncSwitch"
5025,1,606,"ConStay"
5025,1,1592,"ConStay"
5025,1,1264,"IncStay"
5025,1,1551,"IncSwitch"
5025,1,578,"IncStay"
5025,1,1356,"IncSwitch"
5025,1,823,"ConSwitch"
5025,1,920,"ConStay"
5025,1,524,"ConStay"
5025,1,834,"ConStay"
5025,1,577,"IncStay"
5025,1,781,"ConSwitch"
5025,1,574,"IncStay"
5025,1,401,"IncStay"
5025,1,891,"IncSwitch"
5025,1,417,"ConSwitch"
5025,1,978,"IncStay"
5025,1,973,"ConSwitch"
5025,1,695,"IncStay"
5025,0,373,"ConSwitch"
5025,1,712,"ConStay"
5025,1,581,"ConSwitch"
5025,1,448,"IncSwitch"
5025,1,336,"IncStay"
5026,1,1451,"ConSwitch"
5026,1,570,"ConStay"
5026,1,1038,"IncSwitch"
5026,1,990,"ConStay"
5026,0,1071,"IncSwitch"
5026,0,1614,"IncStay"
5026,0,1135,"IncStay"
5026,1,1059,"IncSwitch"
5026,0,1490,"ConStay"
5026,1,1215,"ConStay"
5026,1,1063,"ConSwitch"
5026,1,646,"ConStay"
5026,1,622,"IncStay"
5026,1,879,"IncStay"
5026,1,549,"ConSwitch"
5026,1,441,"IncStay"
5026,1,1121,"ConSwitch"
5026,1,1029,"ConSwitch"
5026,1,1454,"ConSwitch"
5026,1,1341,"IncSwitch"
5026,1,936,"IncSwitch"
5026,1,860,"ConStay"
5026,1,459,"IncStay"
5026,1,571,"ConSwitch"
5026,1,1518,"ConSwitch"
5026,1,938,"IncSwitch"
5026,1,526,"IncStay"
5026,1,476,"ConStay"
5026,1,1226,"IncSwitch"
5026,1,1793,"ConSwitch"
5026,1,811,"ConSwitch"
5026,1,412,"IncStay"
5026,1,814,"ConStay"
5026,1,622,"IncSwitch"
5026,1,470,"IncStay"
5026,1,455,"ConStay"
5026,1,846,"IncSwitch"
5026,1,454,"ConStay"
5026,1,605,"ConSwitch"
5026,1,718,"IncStay"
5026,1,732,"ConSwitch"
5026,1,1496,"ConSwitch"
5026,1,781,"IncSwitch"
5026,1,576,"IncStay"
5026,1,706,"IncStay"
5026,1,849,"ConSwitch"
5026,1,609,"IncStay"
5026,1,554,"IncStay"
5026,1,702,"ConSwitch"
5026,1,404,"IncStay"
5026,1,486,"ConStay"
5026,1,420,"IncStay"
5026,1,550,"IncSwitch"
5026,1,882,"ConSwitch"
5026,1,680,"ConSwitch"
5026,1,431,"ConStay"
5026,1,568,"IncStay"
5026,1,747,"IncSwitch"
5026,1,1063,"ConSwitch"
5026,1,438,"IncStay"
5026,1,503,"IncStay"
5026,1,397,"ConStay"
5026,1,1047,"IncSwitch"
5026,1,470,"ConStay"
5026,1,606,"ConStay"
5026,1,551,"IncSwitch"
5026,1,803,"IncSwitch"
5026,1,1189,"ConSwitch"
5026,1,407,"ConStay"
5026,1,625,"ConSwitch"
5026,1,682,"IncSwitch"
5026,1,728,"IncSwitch"
5026,1,956,"ConStay"
5026,1,839,"IncStay"
5026,1,520,"ConStay"
5026,1,789,"IncSwitch"
5026,1,800,"ConStay"
5026,1,945,"ConSwitch"
5026,1,1605,"IncSwitch"
5026,0,806,"IncSwitch"
5026,1,1088,"ConSwitch"
5026,1,702,"ConStay"
5026,1,724,"ConSwitch"
5026,1,728,"IncSwitch"
5026,1,517,"ConStay"
5026,1,1178,"IncSwitch"
5026,1,556,"IncStay"
5026,1,448,"ConStay"
5026,1,968,"IncSwitch"
5026,1,643,"IncStay"
5026,1,586,"ConSwitch"
5026,1,444,"IncStay"
5026,1,612,"IncStay"
5026,1,494,"ConStay"
5026,1,588,"ConSwitch"
5026,1,878,"IncSwitch"
5026,1,516,"ConStay"
5026,1,585,"ConSwitch"
5026,1,1356,"ConSwitch"
5026,1,895,"IncSwitch"
5026,1,405,"IncStay"
5026,1,679,"IncSwitch"
5026,1,406,"ConStay"
5026,1,399,"IncStay"
5026,1,802,"ConSwitch"
5026,1,571,"IncStay"
5026,1,702,"ConStay"
5026,1,556,"ConSwitch"
5026,1,1879,"IncSwitch"
5026,0,869,"IncSwitch"
5026,1,972,"IncSwitch"
5026,1,1551,"IncSwitch"
5026,1,482,"IncStay"
5026,1,312,"ConStay"
5026,1,1182,"ConSwitch"
5026,1,416,"ConStay"
5026,1,1010,"IncStay"
5026,0,802,"ConSwitch"
5026,1,1084,"ConStay"
5026,1,570,"ConStay"
5026,1,718,"IncStay"
5026,1,1083,"ConSwitch"
5026,1,417,"IncStay"
5026,1,787,"IncSwitch"
5026,1,589,"ConSwitch"
5026,1,447,"IncStay"
5026,1,615,"ConStay"
5026,1,505,"ConStay"
5026,1,1775,"IncSwitch"
5026,1,640,"IncSwitch"
5026,1,1400,"IncSwitch"
5026,1,569,"ConStay"
5026,1,669,"ConSwitch"
5026,1,812,"IncStay"
5026,1,877,"IncStay"
5026,1,437,"IncSwitch"
5026,1,774,"ConStay"
5026,1,425,"IncStay"
5026,1,586,"ConSwitch"
5026,0,780,"ConSwitch"
5026,1,767,"IncSwitch"
5026,0,578,"IncSwitch"
5026,1,684,"ConStay"
5026,1,587,"ConStay"
5026,0,1582,"ConSwitch"
5026,1,943,"ConStay"
5026,0,1019,"IncSwitch"
5026,1,1092,"IncSwitch"
5026,1,681,"ConSwitch"
5026,1,744,"ConSwitch"
5026,1,508,"ConSwitch"
5026,1,946,"IncSwitch"
5026,1,438,"ConStay"
5026,1,502,"IncStay"
5026,1,508,"IncSwitch"
5026,1,466,"IncStay"
5026,1,593,"ConStay"
5026,1,811,"ConSwitch"
5026,1,468,"IncStay"
5026,1,972,"ConSwitch"
5026,1,399,"IncStay"
5026,1,1081,"IncSwitch"
5026,1,823,"ConStay"
5026,1,616,"IncSwitch"
5026,1,666,"ConStay"
5026,1,817,"IncStay"
5026,0,1210,"ConSwitch"
5026,1,411,"IncStay"
5026,1,660,"IncStay"
5026,1,571,"ConSwitch"
5026,1,1158,"IncStay"
5026,1,1193,"ConSwitch"
5026,1,802,"ConSwitch"
5026,1,1043,"ConSwitch"
5026,1,906,"IncStay"
5026,0,520,"IncStay"
5026,1,1013,"IncSwitch"
5026,1,494,"ConStay"
5026,1,516,"IncStay"
5026,1,961,"ConSwitch"
5027,1,452,"IncSwitch"
5027,1,444,"IncStay"
5027,1,532,"ConStay"
5027,1,529,"ConSwitch"
5027,1,437,"ConSwitch"
5027,0,558,"IncSwitch"
5027,1,514,"ConStay"
5027,1,455,"IncSwitch"
5027,0,494,"IncSwitch"
5027,1,564,"ConStay"
5027,1,488,"IncSwitch"
5027,1,686,"ConStay"
5027,1,484,"ConStay"
5027,1,587,"ConStay"
5027,1,574,"IncSwitch"
5027,1,497,"ConSwitch"
5027,1,935,"IncStay"
5027,0,523,"IncSwitch"
5027,1,1080,"ConStay"
5027,1,534,"ConStay"
5027,0,547,"IncStay"
5027,1,591,"IncSwitch"
5027,1,537,"ConSwitch"
5027,1,565,"ConSwitch"
5027,1,465,"IncStay"
5027,1,496,"ConSwitch"
5027,0,414,"IncStay"
5027,1,480,"IncSwitch"
5027,1,495,"ConStay"
5027,1,381,"IncStay"
5027,0,520,"IncSwitch"
5027,1,445,"IncSwitch"
5027,1,509,"ConStay"
5027,1,475,"ConSwitch"
5027,0,441,"IncStay"
5027,1,545,"ConStay"
5027,1,461,"ConSwitch"
5027,1,509,"IncStay"
5027,0,562,"IncSwitch"
5027,1,558,"ConSwitch"
5027,1,593,"IncStay"
5027,1,531,"ConStay"
5027,1,448,"ConSwitch"
5027,1,440,"ConStay"
5027,1,440,"IncSwitch"
5027,1,459,"IncSwitch"
5027,0,531,"IncSwitch"
5027,1,464,"ConSwitch"
5027,1,383,"IncStay"
5027,1,578,"ConStay"
5027,0,517,"IncSwitch"
5027,1,418,"ConStay"
5027,0,444,"IncSwitch"
5027,1,596,"ConStay"
5027,1,454,"ConSwitch"
5027,0,454,"IncStay"
5027,1,558,"IncSwitch"
5027,1,522,"ConSwitch"
5027,0,423,"IncStay"
5027,1,488,"ConSwitch"
5027,1,487,"ConSwitch"
5027,0,565,"IncStay"
5027,1,472,"IncSwitch"
5027,1,447,"ConStay"
5027,1,559,"IncStay"
5027,1,435,"IncStay"
5027,0,468,"IncSwitch"
5027,1,467,"ConStay"
5027,1,546,"ConStay"
5027,1,494,"IncSwitch"
5027,0,613,"IncSwitch"
5027,1,598,"ConSwitch"
5027,1,552,"ConStay"
5027,1,540,"IncStay"
5027,1,488,"ConSwitch"
5027,1,542,"ConStay"
5027,0,451,"IncStay"
5027,1,459,"ConSwitch"
5027,1,514,"ConStay"
5027,1,568,"IncStay"
5027,0,499,"IncSwitch"
5027,1,433,"IncSwitch"
5027,1,538,"ConStay"
5027,1,582,"ConSwitch"
5027,1,481,"ConStay"
5027,0,616,"IncStay"
5027,1,721,"IncSwitch"
5027,0,534,"IncSwitch"
5027,1,619,"ConStay"
5027,0,516,"IncStay"
5027,1,577,"ConSwitch"
5027,1,468,"IncStay"
5027,1,492,"IncStay"
5027,1,506,"ConSwitch"
5027,0,624,"IncStay"
5027,1,728,"ConStay"
5027,0,589,"IncStay"
5027,1,543,"IncSwitch"
5027,1,515,"ConSwitch"
5027,1,488,"ConSwitch"
5027,1,550,"ConStay"
5027,1,466,"IncStay"
5027,0,450,"IncSwitch"
5027,1,490,"ConSwitch"
5027,1,528,"IncStay"
5027,1,477,"IncStay"
5027,1,524,"ConStay"
5027,0,456,"IncSwitch"
5027,1,417,"ConStay"
5027,1,658,"ConStay"
5027,1,553,"IncSwitch"
5027,0,677,"IncSwitch"
5027,1,468,"ConSwitch"
5027,1,555,"ConStay"
5027,1,567,"ConSwitch"
5027,1,506,"IncSwitch"
5027,0,512,"IncSwitch"
5027,1,526,"ConStay"
5027,0,554,"IncStay"
5027,1,478,"ConStay"
