"subj_idx","response","rt","trialtype"
5000,0,1941,"IncStay"
5000,1,1191,"ConStay"
5000,1,545,"ConSwitch"
5000,1,1533,"ConSwitch"
5000,1,817,"IncStay"
5000,1,1138,"ConStay"
5000,0,830,"IncStay"
5000,1,1279,"IncSwitch"
5000,1,685,"ConStay"
5000,1,475,"ConStay"
5000,1,786,"IncSwitch"
5000,0,949,"ConSwitch"
5000,1,1552,"IncSwitch"
5000,0,419,"ConStay"
5000,1,509,"IncSwitch"
5000,1,610,"IncStay"
5000,1,564,"IncSwitch"
5000,1,703,"ConSwitch"
5000,1,749,"ConSwitch"
5000,1,833,"ConStay"
5000,0,873,"IncStay"
5000,1,576,"IncSwitch"
5000,0,562,"IncStay"
5000,1,334,"ConStay"
5000,1,475,"ConStay"
5000,1,314,"IncSwitch"
5000,1,480,"ConStay"
5000,0,446,"ConSwitch"
5000,0,815,"IncStay"
5000,1,352,"IncStay"
5000,1,260,"IncSwitch"
5000,0,668,"ConStay"
5000,0,1435,"IncStay"
5000,0,627,"ConSwitch"
5000,1,355,"ConSwitch"
5000,0,223,"IncSwitch"
5000,1,896,"ConSwitch"
5000,0,502,"IncStay"
5000,1,348,"ConSwitch"
5000,1,352,"IncStay"
5000,1,1660,"ConStay"
5000,0,747,"ConSwitch"
5000,1,950,"IncSwitch"
5000,0,474,"IncSwitch"
5000,0,589,"IncSwitch"
5000,0,928,"IncStay"
5000,0,763,"ConStay"
5000,0,638,"ConSwitch"
5000,0,622,"ConSwitch"
5000,0,1727,"IncSwitch"
5000,0,1050,"ConStay"
5000,0,786,"IncSwitch"
5000,1,1380,"IncSwitch"
5000,0,862,"ConStay"
5000,1,1069,"IncSwitch"
5000,0,676,"ConStay"
5000,0,1107,"ConStay"
5000,0,512,"ConStay"
5000,0,685,"IncSwitch"
5000,1,948,"ConSwitch"
5000,0,1087,"IncStay"
5000,0,1629,"IncSwitch"
5000,0,1285,"ConStay"
5000,0,379,"ConStay"
5000,0,438,"IncStay"
5000,0,534,"IncSwitch"
5000,0,523,"ConSwitch"
5000,0,240,"ConSwitch"
5000,0,272,"IncStay"
5000,1,224,"ConSwitch"
5000,0,1817,"IncStay"
5000,0,241,"IncSwitch"
5000,1,337,"ConStay"
5000,1,398,"IncStay"
5000,0,376,"IncSwitch"
5000,0,363,"IncSwitch"
5000,0,399,"ConStay"
5000,0,385,"ConSwitch"
5000,0,516,"IncStay"
5000,0,241,"ConStay"
5000,1,394,"ConSwitch"
5000,0,260,"IncStay"
5000,0,276,"IncSwitch"
5000,0,419,"ConSwitch"
5000,0,253,"IncStay"
5000,0,317,"ConStay"
5000,0,195,"ConSwitch"
5000,0,261,"ConStay"
5000,1,245,"IncSwitch"
5000,0,1082,"IncSwitch"
5000,0,632,"ConStay"
5000,0,641,"IncStay"
5000,1,1161,"ConSwitch"
5000,0,796,"ConSwitch"
5000,1,742,"IncSwitch"
5000,1,586,"IncSwitch"
5000,0,349,"ConStay"
5000,0,817,"ConStay"
5000,1,346,"ConSwitch"
5000,0,607,"ConStay"
5000,0,424,"IncSwitch"
5000,0,537,"IncSwitch"
5000,0,453,"ConSwitch"
5000,0,630,"ConSwitch"
5000,0,702,"ConSwitch"
5000,1,804,"IncSwitch"
5000,1,541,"ConStay"
5000,0,1305,"IncStay"
5000,0,534,"IncSwitch"
5000,0,755,"IncStay"
5000,0,287,"ConStay"
5000,0,333,"ConSwitch"
5000,1,298,"IncStay"
5000,0,473,"ConSwitch"
5000,0,248,"IncStay"
5000,0,73,"IncSwitch"
5000,1,912,"ConStay"
5000,0,957,"IncSwitch"
5000,1,544,"ConStay"
5000,1,1540,"IncStay"
5000,1,1263,"ConSwitch"
5000,0,542,"IncStay"
5000,1,522,"IncStay"
5000,0,679,"ConSwitch"
5000,0,630,"IncStay"
5000,0,1182,"ConSwitch"
5000,0,344,"ConSwitch"
5000,0,349,"ConSwitch"
5000,0,201,"IncStay"
5000,1,835,"IncStay"
5000,0,1132,"IncSwitch"
5000,1,928,"ConStay"
5000,0,1100,"IncStay"
5000,0,546,"ConSwitch"
5000,1,342,"ConSwitch"
5000,1,570,"ConStay"
5000,0,398,"ConSwitch"
5000,0,1544,"IncSwitch"
5000,1,795,"IncSwitch"
5000,0,765,"ConSwitch"
5000,1,856,"IncStay"
5000,0,1439,"IncStay"
5000,1,335,"IncSwitch"
5000,1,540,"ConStay"
5000,0,680,"ConSwitch"
5000,0,647,"ConSwitch"
5000,0,590,"ConStay"
5000,0,729,"IncStay"
5000,0,765,"IncSwitch"
5000,1,960,"IncStay"
5000,1,851,"ConStay"
5000,1,555,"ConSwitch"
5000,1,999,"ConSwitch"
5000,0,1281,"IncSwitch"
5000,0,1191,"ConStay"
5000,1,936,"ConStay"
5000,0,796,"IncStay"
5000,0,686,"IncSwitch"
5000,0,741,"IncStay"
5000,0,833,"IncSwitch"
5000,1,585,"ConSwitch"
5000,1,460,"ConStay"
5000,0,611,"ConStay"
5000,1,556,"ConStay"
5000,1,385,"IncStay"
5000,1,1043,"ConSwitch"
5000,0,499,"IncStay"
5000,1,617,"IncStay"
5000,1,722,"IncSwitch"
5000,1,839,"ConSwitch"
5000,1,999,"IncStay"
5000,1,808,"ConSwitch"
5000,0,977,"IncStay"
5000,0,660,"IncStay"
5000,0,788,"ConSwitch"
5000,0,485,"ConStay"
5000,1,820,"ConSwitch"
5000,1,1437,"IncSwitch"
5001,1,143,"ConSwitch"
5001,0,196,"IncStay"
5001,1,126,"IncStay"
5001,0,83,"ConStay"
5001,1,395,"ConSwitch"
5001,0,213,"IncSwitch"
5001,1,111,"ConStay"
5001,1,253,"ConSwitch"
5001,0,277,"ConSwitch"
5001,1,244,"IncSwitch"
5001,0,268,"IncStay"
5001,1,92,"IncSwitch"
5001,1,163,"ConStay"
5001,1,70,"IncStay"
5001,0,982,"ConSwitch"
5001,1,161,"IncStay"
5001,0,141,"ConStay"
5001,0,330,"ConSwitch"
5001,1,343,"IncSwitch"
5001,0,19,"IncSwitch"
5001,0,197,"IncSwitch"
5001,1,96,"IncSwitch"
5001,0,102,"IncStay"
5001,1,37,"ConStay"
5001,0,126,"ConSwitch"
5001,1,163,"ConStay"
5001,1,191,"IncStay"
5001,0,177,"ConSwitch"
5001,1,180,"ConStay"
5001,0,584,"ConStay"
5001,1,42,"IncStay"
5001,0,275,"ConSwitch"
5001,0,322,"IncStay"
5001,0,152,"IncSwitch"
5001,1,268,"ConSwitch"
5001,1,212,"IncStay"
5001,0,638,"ConStay"
5001,0,422,"ConStay"
5001,0,248,"IncSwitch"
5001,0,152,"IncSwitch"
5001,1,149,"IncSwitch"
5001,0,465,"ConStay"
5001,1,137,"ConSwitch"
5001,1,21,"IncStay"
5001,1,23,"IncStay"
5001,0,99,"ConSwitch"
5001,1,82,"ConStay"
5001,0,225,"IncSwitch"
5001,0,218,"ConStay"
5001,1,100,"IncSwitch"
5001,0,131,"IncStay"
5001,1,608,"IncStay"
5001,1,257,"IncSwitch"
5001,1,81,"ConStay"
5001,1,152,"ConStay"
5001,1,813,"ConSwitch"
5001,0,262,"ConStay"
5001,0,478,"IncStay"
5001,1,372,"IncStay"
5001,1,1216,"ConSwitch"
5001,1,938,"ConSwitch"
5001,1,542,"ConSwitch"
5001,0,162,"ConSwitch"
5001,1,94,"IncSwitch"
5001,0,652,"IncSwitch"
5001,0,116,"ConStay"
5001,1,346,"IncStay"
5001,0,255,"ConSwitch"
5001,1,78,"ConSwitch"
5001,0,118,"IncSwitch"
5001,0,243,"IncStay"
5001,1,164,"ConStay"
5001,0,400,"IncSwitch"
5001,1,218,"ConSwitch"
5001,1,204,"ConSwitch"
5001,0,662,"IncStay"
5001,1,853,"ConStay"
5001,1,1445,"IncSwitch"
5001,1,1013,"IncStay"
5001,1,878,"ConStay"
5001,1,940,"IncSwitch"
5001,1,1064,"ConStay"
5001,0,1591,"ConSwitch"
5001,1,801,"ConSwitch"
5001,1,1834,"ConSwitch"
5001,1,1722,"IncSwitch"
5001,1,734,"IncStay"
5001,1,1291,"IncStay"
5001,1,999,"IncSwitch"
5001,1,752,"ConStay"
5001,1,1500,"IncStay"
5001,1,969,"ConSwitch"
5001,1,965,"ConSwitch"
5001,1,1360,"IncSwitch"
5001,1,1122,"IncSwitch"
5001,1,1462,"ConStay"
5001,1,957,"ConStay"
5001,1,1016,"ConSwitch"
5001,1,1281,"ConStay"
5001,1,1407,"IncSwitch"
5001,1,1840,"IncSwitch"
5001,1,1047,"ConSwitch"
5001,1,542,"ConSwitch"
5001,1,914,"ConSwitch"
5001,1,1768,"IncSwitch"
5001,1,554,"ConStay"
5001,1,789,"IncStay"
5001,1,1065,"IncStay"
5001,1,880,"ConStay"
5001,1,1238,"ConSwitch"
5001,1,966,"IncStay"
5001,1,1257,"ConSwitch"
5001,1,608,"IncStay"
5001,0,873,"IncSwitch"
5001,0,1096,"ConStay"
5001,1,1037,"IncSwitch"
5001,1,1046,"ConStay"
5001,1,1357,"IncStay"
5001,1,1040,"ConSwitch"
5001,1,1512,"IncStay"
5001,1,588,"IncStay"
5001,1,1166,"ConSwitch"
5001,1,641,"IncStay"
5001,1,761,"ConSwitch"
5001,1,828,"ConSwitch"
5001,1,1045,"ConSwitch"
5001,1,589,"IncStay"
5001,1,935,"IncStay"
5001,1,827,"IncSwitch"
5001,1,636,"ConStay"
5001,1,620,"IncStay"
5001,1,1246,"ConSwitch"
5001,1,657,"IncSwitch"
5001,1,1296,"IncSwitch"
5001,1,1173,"ConSwitch"
5001,1,599,"IncStay"
5001,1,714,"ConStay"
5001,1,847,"IncSwitch"
5001,1,1063,"ConStay"
5001,1,1326,"IncSwitch"
5001,1,530,"ConStay"
5001,1,798,"ConSwitch"
5001,1,632,"IncStay"
5001,1,1113,"IncSwitch"
5001,1,1222,"ConSwitch"
5001,1,878,"IncStay"
5001,1,989,"ConSwitch"
5001,1,1695,"ConSwitch"
5001,1,772,"IncStay"
5001,1,839,"IncSwitch"
5001,1,935,"ConStay"
5001,1,891,"IncStay"
5001,1,1225,"IncStay"
5001,1,1265,"IncSwitch"
5001,1,1936,"ConStay"
5001,1,1140,"ConStay"
5001,1,928,"IncSwitch"
5001,1,1092,"IncSwitch"
5001,1,826,"ConSwitch"
5001,1,826,"ConStay"
5001,1,1035,"IncStay"
5001,1,1051,"ConSwitch"
5001,1,691,"ConStay"
5001,0,913,"IncStay"
5001,1,1638,"ConSwitch"
5001,1,918,"ConStay"
5001,1,579,"IncStay"
5001,1,645,"IncSwitch"
5001,1,925,"IncSwitch"
5001,1,754,"ConStay"
5001,1,974,"ConSwitch"
5001,1,984,"ConStay"
5001,1,771,"IncStay"
5001,0,749,"IncSwitch"
5001,1,1153,"IncSwitch"
5001,1,1573,"ConStay"
5001,1,614,"IncStay"
5002,1,1085,"IncSwitch"
5002,1,603,"IncStay"
5002,1,565,"ConStay"
5002,1,1120,"ConSwitch"
5002,1,1029,"ConSwitch"
5002,1,821,"IncSwitch"
5002,1,727,"ConStay"
5002,1,675,"IncSwitch"
5002,0,794,"IncSwitch"
5002,1,900,"ConStay"
5002,1,1138,"IncSwitch"
5002,1,533,"ConStay"
5002,1,586,"ConStay"
5002,1,437,"ConStay"
5002,0,822,"IncSwitch"
5002,1,1039,"ConSwitch"
5002,1,1079,"IncStay"
5002,1,949,"IncSwitch"
5002,1,929,"ConStay"
5002,1,429,"ConStay"
5002,1,414,"IncStay"
5002,1,1064,"IncSwitch"
5002,1,799,"ConSwitch"
5002,1,1056,"ConSwitch"
5002,1,879,"IncStay"
5002,1,526,"ConSwitch"
5002,1,579,"IncStay"
5002,1,1246,"IncSwitch"
5002,1,894,"ConStay"
5002,1,659,"IncStay"
5002,1,739,"IncSwitch"
5002,1,1119,"IncSwitch"
5002,1,748,"ConStay"
5002,1,816,"ConSwitch"
5002,1,601,"IncStay"
5002,1,483,"ConStay"
5002,1,1026,"ConSwitch"
5002,1,730,"IncStay"
5002,1,1495,"IncSwitch"
5002,1,1076,"ConSwitch"
5002,1,1458,"IncStay"
5002,1,705,"ConStay"
5002,1,534,"ConSwitch"
5002,1,443,"ConStay"
5002,1,1083,"IncSwitch"
5002,1,952,"IncStay"
5002,1,564,"ConStay"
5002,1,487,"ConSwitch"
5002,1,398,"IncStay"
5002,1,760,"ConSwitch"
5002,1,412,"IncStay"
5002,1,405,"ConStay"
5002,1,743,"IncStay"
5002,1,1091,"IncSwitch"
5002,1,672,"ConStay"
5002,1,831,"ConStay"
5002,1,600,"IncSwitch"
5002,1,1594,"ConSwitch"
5002,1,1251,"IncSwitch"
5002,1,442,"ConStay"
5002,1,875,"IncSwitch"
5002,1,737,"IncStay"
5002,1,734,"IncSwitch"
5002,1,994,"ConSwitch"
5002,1,1196,"ConSwitch"
5002,1,1694,"ConStay"
5002,1,1059,"IncStay"
5002,1,746,"IncSwitch"
5002,1,630,"IncStay"
5002,1,750,"ConStay"
5002,1,1258,"ConStay"
5002,1,689,"IncSwitch"
5002,1,503,"ConStay"
5002,1,677,"ConSwitch"
5002,1,556,"IncStay"
5002,1,736,"IncStay"
5002,1,1149,"IncSwitch"
5002,1,632,"ConStay"
5002,1,529,"IncStay"
5002,1,998,"ConSwitch"
5002,1,991,"ConSwitch"
5002,1,1177,"IncSwitch"
5002,1,611,"ConSwitch"
5002,0,621,"IncStay"
5002,1,1670,"ConSwitch"
5002,1,700,"IncStay"
5002,1,530,"ConStay"
5002,1,1079,"ConSwitch"
5002,1,1381,"IncSwitch"
5002,1,839,"IncSwitch"
5002,1,448,"IncSwitch"
5002,1,928,"ConStay"
5002,1,1036,"IncStay"
5002,1,581,"ConSwitch"
5002,1,1367,"ConSwitch"
5002,1,1674,"IncSwitch"
5002,0,744,"IncSwitch"
5002,1,572,"ConStay"
5002,1,959,"ConStay"
5002,1,1290,"ConSwitch"
5002,1,1024,"ConStay"
5002,1,528,"IncSwitch"
5002,0,461,"IncSwitch"
5002,1,1700,"ConSwitch"
5002,1,866,"ConSwitch"
5002,1,641,"ConSwitch"
5002,1,689,"IncSwitch"
5002,1,591,"ConStay"
5002,1,561,"IncStay"
5002,1,556,"IncSwitch"
5002,1,496,"IncStay"
5002,1,502,"ConStay"
5002,1,620,"ConSwitch"
5002,1,413,"IncStay"
5002,1,798,"ConSwitch"
5002,1,1840,"IncStay"
5002,1,951,"IncSwitch"
5002,1,643,"ConStay"
5002,1,1939,"IncSwitch"
5002,1,735,"ConStay"
5002,1,787,"IncStay"
5002,1,926,"ConSwitch"
5002,1,450,"IncStay"
5002,1,730,"IncStay"
5002,1,967,"ConSwitch"
5002,1,690,"IncStay"
5002,1,1472,"ConSwitch"
5002,1,1198,"ConSwitch"
5002,1,952,"ConSwitch"
5002,1,507,"IncStay"
5002,1,497,"IncStay"
5002,1,647,"IncSwitch"
5002,1,575,"ConStay"
5002,1,418,"IncStay"
5002,1,1539,"ConSwitch"
5002,1,754,"ConSwitch"
5002,1,1278,"ConStay"
5002,1,1476,"ConSwitch"
5002,1,1418,"IncSwitch"
5002,1,643,"IncSwitch"
5002,1,667,"ConSwitch"
5002,1,962,"IncStay"
5002,1,973,"IncStay"
5002,1,1104,"IncSwitch"
5002,1,381,"ConStay"
5002,1,1888,"ConSwitch"
5002,1,830,"ConSwitch"
5002,1,606,"ConStay"
5002,1,680,"IncStay"
5002,1,639,"IncSwitch"
5002,1,695,"IncStay"
5002,1,1509,"ConStay"
5002,1,809,"ConSwitch"
5002,1,594,"ConSwitch"
5002,1,1652,"IncSwitch"
5002,1,404,"ConStay"
5002,1,469,"ConStay"
5002,1,989,"IncStay"
5002,1,1022,"IncSwitch"
5002,1,655,"IncStay"
5002,0,1478,"IncSwitch"
5002,1,1236,"ConSwitch"
5002,1,740,"ConStay"
5002,1,400,"ConStay"
5002,1,522,"ConStay"
5002,1,335,"IncStay"
5002,1,788,"ConSwitch"
5002,1,431,"IncStay"
5002,1,480,"IncStay"
5002,1,1751,"IncSwitch"
5002,1,898,"IncStay"
5002,1,1080,"ConSwitch"
5002,0,1014,"IncStay"
5002,1,1383,"IncStay"
5002,1,682,"ConSwitch"
5002,1,432,"ConStay"
5002,1,1817,"ConSwitch"
5002,1,713,"IncSwitch"
5002,1,431,"IncStay"
5003,1,1416,"IncStay"
5003,1,881,"IncStay"
5003,1,1295,"ConSwitch"
5003,1,461,"IncStay"
5003,1,596,"ConStay"
5003,1,710,"IncStay"
5003,1,1387,"IncSwitch"
5003,1,1093,"ConSwitch"
5003,1,971,"ConSwitch"
5003,1,1158,"ConStay"
5003,1,664,"IncStay"
5003,1,1104,"IncSwitch"
5003,1,701,"ConSwitch"
5003,1,1323,"IncStay"
5003,1,967,"IncStay"
5003,1,706,"ConStay"
5003,1,840,"IncSwitch"
5003,0,1151,"ConStay"
5003,1,1435,"ConStay"
5003,1,1427,"IncSwitch"
5003,1,826,"IncSwitch"
5003,1,707,"ConSwitch"
5003,1,712,"ConStay"
5003,1,821,"ConSwitch"
5003,1,558,"IncSwitch"
5003,1,1434,"IncSwitch"
5003,1,1225,"ConStay"
5003,1,585,"IncStay"
5003,1,644,"ConStay"
5003,1,644,"IncSwitch"
5003,1,596,"ConStay"
5003,1,1022,"ConSwitch"
5003,1,1431,"IncSwitch"
5003,1,1287,"IncSwitch"
5003,1,957,"ConSwitch"
5003,1,1224,"ConStay"
5003,1,1432,"ConSwitch"
5003,1,1023,"IncSwitch"
5003,1,1168,"ConStay"
5003,1,907,"IncSwitch"
5003,1,1329,"ConStay"
5003,1,1277,"IncSwitch"
5003,1,619,"IncStay"
5003,1,1934,"IncStay"
5003,1,1041,"ConStay"
5003,1,583,"ConSwitch"
5003,1,587,"IncStay"
5003,1,637,"ConSwitch"
5003,1,525,"IncStay"
5003,0,291,"ConStay"
5003,1,616,"IncStay"
5003,1,778,"IncSwitch"
5003,1,1300,"ConStay"
5003,1,753,"ConStay"
5003,1,557,"IncSwitch"
5003,0,1457,"ConSwitch"
5003,1,839,"IncSwitch"
5003,1,767,"ConStay"
5003,1,602,"IncSwitch"
5003,1,1076,"IncStay"
5003,1,1050,"IncSwitch"
5003,1,650,"ConSwitch"
5003,1,498,"ConSwitch"
5003,1,1376,"ConStay"
5003,1,754,"IncStay"
5003,1,589,"IncSwitch"
5003,1,975,"IncStay"
5003,1,522,"ConStay"
5003,1,846,"ConStay"
5003,1,614,"IncSwitch"
5003,1,943,"ConStay"
5003,1,603,"ConSwitch"
5003,1,765,"IncStay"
5003,1,560,"IncStay"
5003,1,700,"IncSwitch"
5003,1,537,"ConStay"
5003,1,821,"IncStay"
5003,1,638,"ConSwitch"
5003,0,895,"ConSwitch"
5003,1,868,"IncSwitch"
5003,1,723,"ConSwitch"
5003,1,584,"IncStay"
5003,1,994,"ConSwitch"
5003,1,508,"IncStay"
5003,1,665,"ConStay"
5003,1,809,"ConSwitch"
5003,0,1234,"IncSwitch"
5003,1,1498,"IncSwitch"
5003,1,678,"IncSwitch"
5003,1,1053,"ConStay"
5003,0,1996,"IncStay"
5003,1,1917,"ConSwitch"
5003,1,1337,"ConSwitch"
5003,1,741,"IncSwitch"
5003,0,1128,"IncSwitch"
5003,1,1813,"ConStay"
5003,1,805,"ConStay"
5003,1,630,"ConSwitch"
5003,1,638,"ConStay"
5003,1,598,"IncSwitch"
5003,1,1008,"IncSwitch"
5003,1,1377,"ConSwitch"
5003,1,843,"ConSwitch"
5003,1,1107,"ConSwitch"
5003,1,728,"IncSwitch"
5003,1,588,"ConStay"
5003,1,846,"IncStay"
5003,1,806,"IncSwitch"
5003,1,1680,"IncStay"
5003,1,989,"ConStay"
5003,1,1119,"ConSwitch"
5003,1,1228,"IncStay"
5003,1,748,"ConSwitch"
5003,1,624,"IncStay"
5003,1,1017,"IncSwitch"
5003,1,1618,"ConStay"
5003,1,594,"IncSwitch"
5003,1,564,"ConStay"
5003,1,951,"IncStay"
5003,1,1027,"ConSwitch"
5003,1,1923,"IncStay"
5003,1,766,"IncStay"
5003,1,945,"ConSwitch"
5003,1,1181,"IncStay"
5003,1,1807,"ConSwitch"
5003,1,591,"ConSwitch"
5003,1,969,"ConSwitch"
5003,1,940,"IncStay"
5003,1,800,"IncStay"
5003,1,770,"IncSwitch"
5003,1,717,"ConStay"
5003,1,602,"IncStay"
5003,1,1332,"ConSwitch"
5003,1,1030,"ConSwitch"
5003,1,1046,"ConStay"
5003,1,1158,"ConSwitch"
5003,1,809,"IncSwitch"
5003,1,1234,"ConSwitch"
5003,1,834,"IncStay"
5003,1,1011,"IncStay"
5003,1,1308,"ConStay"
5003,1,993,"ConSwitch"
5003,1,1186,"ConSwitch"
5003,1,1180,"ConStay"
5003,1,1015,"IncStay"
5003,1,871,"IncSwitch"
5003,1,1047,"ConStay"
5003,1,1711,"ConSwitch"
5003,1,995,"ConSwitch"
5003,1,884,"IncSwitch"
5003,0,1547,"ConStay"
5003,0,1062,"ConStay"
5003,1,1469,"IncStay"
5003,1,1267,"IncSwitch"
5003,1,642,"IncStay"
5003,1,738,"IncSwitch"
5003,1,862,"ConSwitch"
5003,1,1061,"ConStay"
5003,1,660,"ConStay"
5003,1,1228,"ConStay"
5003,1,1148,"IncStay"
5003,1,1079,"ConSwitch"
5003,1,678,"IncStay"
5003,1,636,"IncStay"
5003,1,1621,"IncSwitch"
5003,1,861,"ConSwitch"
5003,0,780,"IncStay"
5003,1,1023,"ConSwitch"
5003,1,959,"IncStay"
5003,1,626,"IncStay"
5003,1,1643,"ConSwitch"
5003,1,539,"ConStay"
5003,1,1127,"ConSwitch"
5003,1,819,"IncSwitch"
5003,1,860,"IncStay"
5004,1,715,"IncSwitch"
5004,1,640,"IncStay"
5004,1,568,"ConStay"
5004,1,755,"ConSwitch"
5004,1,623,"ConSwitch"
5004,1,719,"IncSwitch"
5004,1,1213,"ConStay"
5004,1,693,"IncSwitch"
5004,1,739,"IncSwitch"
5004,1,639,"ConStay"
5004,1,679,"IncSwitch"
5004,0,741,"ConStay"
5004,1,897,"ConStay"
5004,1,951,"ConStay"
5004,0,762,"IncSwitch"
5004,1,1022,"ConSwitch"
5004,1,966,"IncStay"
5004,1,1497,"IncSwitch"
5004,1,758,"ConStay"
5004,1,593,"ConStay"
5004,1,491,"IncStay"
5004,1,673,"IncSwitch"
5004,1,535,"ConSwitch"
5004,1,1740,"ConSwitch"
5004,1,511,"IncStay"
5004,1,676,"ConSwitch"
5004,1,731,"IncStay"
5004,1,799,"IncSwitch"
5004,1,801,"ConStay"
5004,1,459,"IncStay"
5004,1,690,"IncSwitch"
5004,1,768,"IncSwitch"
5004,1,547,"ConStay"
5004,1,1831,"ConSwitch"
5004,1,551,"IncStay"
5004,1,595,"ConStay"
5004,1,517,"ConSwitch"
5004,1,858,"IncStay"
5004,1,585,"IncSwitch"
5004,1,508,"ConSwitch"
5004,1,1433,"IncStay"
5004,1,481,"ConStay"
5004,1,1447,"ConSwitch"
5004,1,383,"ConStay"
5004,1,1009,"IncSwitch"
5004,1,1157,"ConSwitch"
5004,1,551,"IncStay"
5004,1,523,"IncStay"
5004,1,441,"ConStay"
5004,1,713,"ConSwitch"
5004,1,630,"IncSwitch"
5004,1,551,"ConStay"
5004,1,451,"ConSwitch"
5004,1,1011,"ConSwitch"
5004,1,572,"IncSwitch"
5004,1,487,"IncStay"
5004,1,1118,"IncSwitch"
5004,1,498,"ConStay"
5004,1,456,"IncStay"
5004,1,1233,"ConSwitch"
5004,1,513,"IncStay"
5004,0,438,"ConStay"
5004,1,1007,"ConSwitch"
5004,1,640,"IncSwitch"
5004,1,720,"IncSwitch"
5004,1,637,"IncSwitch"
5004,1,1125,"IncSwitch"
5004,1,521,"IncStay"
5004,1,527,"ConStay"
5004,1,667,"ConSwitch"
5004,1,659,"ConStay"
5004,1,490,"IncStay"
5004,1,1256,"ConSwitch"
5004,1,495,"ConStay"
5004,1,509,"ConStay"
5004,1,410,"IncStay"
5004,1,676,"ConSwitch"
5004,1,586,"IncStay"
5004,1,685,"IncSwitch"
5004,1,931,"ConSwitch"
5004,1,616,"IncStay"
5004,1,569,"ConStay"
5004,1,404,"ConStay"
5004,1,518,"IncSwitch"
5004,1,676,"IncSwitch"
5004,1,994,"IncSwitch"
5004,1,772,"ConStay"
5004,1,639,"ConSwitch"
5004,1,479,"IncStay"
5004,1,358,"IncStay"
5004,1,575,"IncStay"
5004,1,594,"ConStay"
5004,1,572,"ConSwitch"
5004,1,919,"IncStay"
5004,1,580,"ConSwitch"
5004,1,415,"IncStay"
5004,1,632,"ConStay"
5004,1,537,"IncStay"
5004,1,542,"IncSwitch"
5004,1,442,"ConStay"
5004,1,650,"ConStay"
5004,1,458,"IncSwitch"
5004,1,1049,"ConSwitch"
5004,1,1049,"IncSwitch"
5004,1,1800,"ConStay"
5004,1,1073,"IncSwitch"
5004,1,575,"IncStay"
5004,1,970,"IncSwitch"
5004,1,573,"ConSwitch"
5004,1,567,"ConSwitch"
5004,1,811,"ConStay"
5004,1,1108,"IncStay"
5004,1,664,"IncSwitch"
5004,1,456,"IncStay"
5004,1,480,"ConStay"
5004,1,367,"ConStay"
5004,1,402,"IncSwitch"
5004,1,420,"ConStay"
5004,1,1510,"ConSwitch"
5004,1,747,"IncStay"
5004,1,407,"IncStay"
5004,1,1352,"IncSwitch"
5004,1,451,"ConStay"
5004,1,595,"IncStay"
5004,1,613,"ConSwitch"
5004,1,535,"ConSwitch"
5004,1,1579,"IncSwitch"
5004,1,1061,"ConSwitch"
5004,1,644,"IncStay"
5004,1,1076,"ConSwitch"
5004,1,658,"IncStay"
5004,1,465,"ConStay"
5004,1,1032,"ConSwitch"
5004,1,649,"IncSwitch"
5004,1,834,"IncSwitch"
5004,1,1259,"ConStay"
5004,1,521,"IncStay"
5004,1,831,"ConSwitch"
5004,1,911,"ConSwitch"
5004,0,788,"IncSwitch"
5004,1,942,"IncSwitch"
5004,1,866,"ConStay"
5004,1,1009,"ConStay"
5004,1,954,"ConSwitch"
5004,1,341,"ConStay"
5004,1,1218,"IncSwitch"
5004,1,1154,"IncSwitch"
5004,1,1014,"ConSwitch"
5004,1,847,"ConSwitch"
5004,1,1518,"ConSwitch"
5004,1,1035,"IncSwitch"
5004,1,587,"ConStay"
5004,1,757,"IncStay"
5004,1,584,"IncSwitch"
5004,1,843,"IncStay"
5004,1,490,"ConStay"
5004,1,912,"ConSwitch"
5004,1,334,"IncStay"
5004,1,586,"ConSwitch"
5004,1,405,"IncStay"
5004,1,503,"IncSwitch"
5004,1,373,"ConStay"
5004,1,1000,"IncSwitch"
5004,1,577,"ConStay"
5004,1,460,"IncStay"
5004,1,507,"ConSwitch"
5004,1,633,"IncStay"
5004,1,425,"IncStay"
5004,1,578,"ConSwitch"
5004,1,477,"IncStay"
5004,1,707,"ConSwitch"
5004,1,601,"ConSwitch"
5004,1,523,"ConSwitch"
5004,1,576,"IncStay"
5004,1,355,"IncStay"
5004,1,582,"IncSwitch"
5004,1,1001,"ConStay"
5004,1,410,"IncStay"
5004,1,620,"ConSwitch"
5005,1,1883,"ConSwitch"
5005,1,1249,"IncStay"
5005,1,1000,"IncStay"
5005,1,1945,"ConSwitch"
5005,1,1276,"IncStay"
5005,1,522,"ConStay"
5005,1,542,"IncStay"
5005,0,1515,"ConSwitch"
5005,1,840,"ConStay"
5005,1,1568,"IncStay"
5005,1,603,"IncStay"
5005,1,701,"IncStay"
5005,1,763,"ConStay"
5005,1,687,"ConStay"
5005,1,1622,"IncSwitch"
5005,0,1591,"ConSwitch"
5005,1,792,"ConStay"
5005,1,1498,"IncSwitch"
5005,1,1175,"IncSwitch"
5005,1,1001,"ConStay"
5005,1,787,"IncStay"
5005,1,557,"ConStay"
5005,1,1537,"IncSwitch"
5005,1,460,"ConStay"
5005,1,1620,"ConSwitch"
5005,0,1021,"IncSwitch"
